ID,Age,Agency,Agency Type,Commision (in value),Destination,Distribution Channel,Duration,Gender,Net Sales,Product Name,Claim
2273,52,EPX,Travel Agency,0.0,UNITED STATES,Online,78,,112.0,2 way Comprehensive Plan,0
21257,35,EPX,Travel Agency,0.0,MALAYSIA,Online,10,,37.0,2 way Comprehensive Plan,0
32814,36,EPX,Travel Agency,0.0,SINGAPORE,Online,2,,14.0,Cancellation Plan,0
32837,34,C2B,Airlines,11.75,SINGAPORE,Online,12,M,47.0,Bronze Plan,1
62270,32,EPX,Travel Agency,0.0,UNITED STATES,Online,27,,112.0,2 way Comprehensive Plan,0
47500,36,EPX,Travel Agency,0.0,SINGAPORE,Online,91,,63.0,Cancellation Plan,0
56464,26,JZI,Airlines,10.5,PHILIPPINES,Online,9,F,30.0,Basic Plan,0
45346,36,C2B,Airlines,75.6,SINGAPORE,Online,368,M,302.4,Annual Silver Plan,1
62871,35,EPX,Travel Agency,0.0,CHINA,Online,17,,33.0,2 way Comprehensive Plan,0
39455,45,C2B,Airlines,2.88,SINGAPORE,Online,18,F,11.5,Bronze Plan,0
31738,36,EPX,Travel Agency,0.0,CHINA,Online,5,,73.0,Cancellation Plan,0
54998,32,CWT,Travel Agency,23.76,THAILAND,Online,32,,39.6,Rental Vehicle Excess Insurance,0
16699,38,EPX,Travel Agency,0.0,THAILAND,Online,5,,14.0,Cancellation Plan,0
7316,36,EPX,Travel Agency,0.0,THAILAND,Online,117,,23.0,2 way Comprehensive Plan,0
38817,44,CWT,Travel Agency,41.58,IRELAND,Online,83,,69.3,Rental Vehicle Excess Insurance,0
13784,36,EPX,Travel Agency,0.0,ITALY,Online,79,,52.0,2 way Comprehensive Plan,1
44927,28,C2B,Airlines,4.0,SINGAPORE,Online,23,M,16.0,Bronze Plan,0
33301,36,EPX,Travel Agency,0.0,POLAND,Online,73,,128.0,Cancellation Plan,0
25839,57,JZI,Airlines,9.1,CHINA,Online,9,M,26.0,Basic Plan,1
7711,36,EPX,Travel Agency,0.0,JAPAN,Online,100,,112.0,2 way Comprehensive Plan,0
53743,36,EPX,Travel Agency,0.0,SINGAPORE,Online,3,,20.0,1 way Comprehensive Plan,0
55930,53,C2B,Airlines,48.3,SINGAPORE,Online,366,M,193.2,Annual Silver Plan,0
57172,53,C2B,Airlines,7.38,SINGAPORE,Online,18,M,29.5,Silver Plan,1
10693,36,EPX,Travel Agency,0.0,CHINA,Online,22,,26.0,Cancellation Plan,0
57201,36,EPX,Travel Agency,0.0,VIET NAM,Online,7,,23.0,2 way Comprehensive Plan,0
41608,61,JZI,Airlines,6.3,THAILAND,Online,11,F,18.0,Basic Plan,0
31427,20,EPX,Travel Agency,0.0,MALAYSIA,Online,8,,23.0,2 way Comprehensive Plan,1
34448,36,EPX,Travel Agency,0.0,CHINA,Online,22,,54.0,2 way Comprehensive Plan,0
59469,35,EPX,Travel Agency,0.0,INDIA,Online,11,,14.0,Cancellation Plan,0
62447,35,EPX,Travel Agency,0.0,INDIA,Online,62,,25.0,2 way Comprehensive Plan,0
18620,36,EPX,Travel Agency,0.0,NEW ZEALAND,Online,20,,90.0,2 way Comprehensive Plan,0
23072,41,JZI,Airlines,7.7,HONG KONG,Online,38,F,22.0,Basic Plan,0
5875,36,EPX,Travel Agency,0.0,FRANCE,Online,79,,79.0,2 way Comprehensive Plan,0
20367,30,CWT,Travel Agency,53.46,AUSTRALIA,Online,24,,89.1,Rental Vehicle Excess Insurance,0
12492,36,EPX,Travel Agency,0.0,CHINA,Online,32,,77.0,2 way Comprehensive Plan,0
46959,27,C2B,Airlines,71.85,SINGAPORE,Online,416,M,287.4,Annual Gold Plan,1
48823,25,C2B,Airlines,4.0,SINGAPORE,Online,79,F,16.0,Bronze Plan,0
7931,58,JZI,Airlines,9.1,JAPAN,Online,68,M,26.0,Basic Plan,0
7213,36,EPX,Travel Agency,0.0,MALAYSIA,Online,6,,10.0,Cancellation Plan,0
50261,36,EPX,Travel Agency,0.0,VIET NAM,Online,43,,20.0,2 way Comprehensive Plan,1
21844,36,EPX,Travel Agency,0.0,JAPAN,Online,88,,52.0,Cancellation Plan,0
2903,35,C2B,Airlines,19.07,SINGAPORE,Online,13,F,76.3,Silver Plan,1
56571,36,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,91,,48.0,2 way Comprehensive Plan,0
26699,25,C2B,Airlines,16.41,SINGAPORE,Online,46,F,65.65,Bronze Plan,1
14514,32,EPX,Travel Agency,0.0,MALAYSIA,Online,2,,25.0,Cancellation Plan,0
22780,78,EPX,Travel Agency,0.0,SINGAPORE,Online,8,,10.0,Cancellation Plan,0
21581,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,31,,44.0,Cancellation Plan,0
62832,31,CWT,Travel Agency,23.76,THAILAND,Online,6,,39.6,Rental Vehicle Excess Insurance,1
36011,22,EPX,Travel Agency,0.0,MALAYSIA,Online,8,,20.0,1 way Comprehensive Plan,0
6691,49,JZI,Airlines,6.3,THAILAND,Online,4,F,18.0,Basic Plan,0
12839,36,EPX,Travel Agency,0.0,SWITZERLAND,Online,157,,12.0,Cancellation Plan,0
56422,118,JWT,Airlines,24.8,INDIA,Online,5,M,62.0,Value Plan,0
28642,36,EPX,Travel Agency,0.0,JAPAN,Online,105,,22.0,Cancellation Plan,0
46550,66,CWT,Travel Agency,23.76,IRELAND,Online,217,,39.6,Rental Vehicle Excess Insurance,0
18060,47,EPX,Travel Agency,0.0,THAILAND,Online,12,,12.0,Cancellation Plan,0
20154,36,EPX,Travel Agency,0.0,MALAYSIA,Online,10,,20.0,2 way Comprehensive Plan,0
46853,36,EPX,Travel Agency,0.0,IRELAND,Online,91,,80.0,Cancellation Plan,0
25837,27,JZI,Airlines,9.1,HONG KONG,Online,6,M,26.0,Basic Plan,0
15704,118,JWT,Airlines,15.6,INDIA,Online,14,M,39.0,Value Plan,0
56250,34,JZI,Airlines,12.95,INDONESIA,Online,40,F,37.0,Basic Plan,0
30162,55,C2B,Airlines,63.21,SINGAPORE,Online,398,F,252.85,Annual Silver Plan,1
35910,39,CWT,Travel Agency,47.52,POLAND,Online,9,,0.0,Rental Vehicle Excess Insurance,0
25285,33,C2B,Airlines,17.75,SINGAPORE,Online,21,M,71.0,Silver Plan,0
30694,28,C2B,Airlines,4.63,SINGAPORE,Online,9,M,18.5,Silver Plan,1
36729,27,JZI,Airlines,14.0,JAPAN,Online,23,F,40.0,Basic Plan,0
45383,36,EPX,Travel Agency,0.0,MALAYSIA,Online,39,,20.0,2 way Comprehensive Plan,0
5904,36,EPX,Travel Agency,0.0,VIET NAM,Online,5,,24.0,Cancellation Plan,0
18815,23,CWT,Travel Agency,29.7,AUSTRALIA,Online,102,,49.5,Rental Vehicle Excess Insurance,0
55471,43,EPX,Travel Agency,0.0,INDONESIA,Online,21,,10.0,Cancellation Plan,0
14419,36,EPX,Travel Agency,0.0,JAPAN,Online,11,,112.0,2 way Comprehensive Plan,0
8494,52,JZI,Airlines,9.1,HONG KONG,Online,12,M,26.0,Basic Plan,0
30121,33,JZI,Airlines,10.5,THAILAND,Online,41,M,30.0,Basic Plan,0
42971,43,EPX,Travel Agency,0.0,UNITED STATES,Online,7,,20.0,1 way Comprehensive Plan,0
41801,48,KML,Travel Agency,10.64,INDONESIA,Online,81,M,28.0,Value Plan,1
59101,35,EPX,Travel Agency,0.0,SINGAPORE,Online,47,,20.0,1 way Comprehensive Plan,0
55917,30,C2B,Airlines,7.25,SINGAPORE,Online,90,M,29.0,Silver Plan,0
16864,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,80,,62.0,2 way Comprehensive Plan,1
56302,42,C2B,Airlines,54.0,SINGAPORE,Online,366,F,216.0,Annual Silver Plan,1
9089,55,JZI,Airlines,9.1,CHINA,Online,14,M,26.0,Basic Plan,0
26051,57,C2B,Airlines,63.21,SINGAPORE,Online,365,F,252.85,Annual Silver Plan,1
40073,28,C2B,Airlines,12.13,SINGAPORE,Online,29,F,48.5,Silver Plan,1
31945,32,EPX,Travel Agency,0.0,CANADA,Online,29,,23.0,Cancellation Plan,1
6640,36,EPX,Travel Agency,0.0,THAILAND,Online,9,,12.0,Cancellation Plan,0
55433,47,EPX,Travel Agency,0.0,THAILAND,Online,7,,22.0,2 way Comprehensive Plan,0
24700,36,EPX,Travel Agency,0.0,JAPAN,Online,30,,80.0,Cancellation Plan,0
49351,48,SSI,Airlines,4.8,SINGAPORE,Online,67,,17.11,Ticket Protector,0
51464,50,JZI,Airlines,12.25,CHINA,Online,43,F,35.0,Basic Plan,0
60353,36,EPX,Travel Agency,0.0,UNITED STATES,Online,26,,80.0,Cancellation Plan,0
32878,38,C2B,Airlines,63.21,SINGAPORE,Online,364,F,252.85,Annual Silver Plan,1
8245,36,EPX,Travel Agency,0.0,CHINA,Online,6,,66.0,Cancellation Plan,0
49266,36,EPX,Travel Agency,0.0,INDIA,Online,8,,14.0,Cancellation Plan,0
38958,48,ART,Airlines,8.05,VIET NAM,Online,20,M,23.0,Value Plan,0
3040,33,JZI,Airlines,12.25,JAPAN,Online,72,F,35.0,Basic Plan,0
42893,36,EPX,Travel Agency,0.0,HONG KONG,Online,35,,22.0,2 way Comprehensive Plan,0
30071,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,18,,71.0,2 way Comprehensive Plan,1
34220,46,CWT,Travel Agency,29.7,GREECE,Online,41,,49.5,Rental Vehicle Excess Insurance,0
32377,24,C2B,Airlines,23.63,SINGAPORE,Online,145,F,94.5,Bronze Plan,1
30143,28,C2B,Airlines,15.5,SINGAPORE,Online,19,F,62.0,Bronze Plan,1
53665,36,EPX,Travel Agency,0.0,VIET NAM,Online,41,,26.0,2 way Comprehensive Plan,0
8657,54,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,109,,80.0,Cancellation Plan,0
30654,35,JZI,Airlines,6.3,MALAYSIA,Online,6,M,18.0,Basic Plan,0
14927,34,JZI,Airlines,6.3,PHILIPPINES,Online,10,F,18.0,Basic Plan,0
25095,36,EPX,Travel Agency,0.0,ITALY,Online,7,,112.0,1 way Comprehensive Plan,0
25317,47,CWT,Travel Agency,47.52,CZECH REPUBLIC,Online,59,,79.2,Rental Vehicle Excess Insurance,0
18431,36,EPX,Travel Agency,0.0,MALAYSIA,Online,266,,10.0,Cancellation Plan,1
53547,44,JZI,Airlines,14.0,HONG KONG,Online,59,F,40.0,Basic Plan,0
46534,54,C2B,Airlines,54.0,SINGAPORE,Online,412,F,216.0,Annual Silver Plan,0
28683,36,EPX,Travel Agency,0.0,MALAYSIA,Online,1,,20.0,1 way Comprehensive Plan,0
37298,45,C2B,Airlines,11.75,SINGAPORE,Online,107,F,47.0,Bronze Plan,0
28775,31,CWT,Travel Agency,23.76,MALAYSIA,Online,4,,39.6,Rental Vehicle Excess Insurance,0
32790,34,EPX,Travel Agency,0.0,BRUNEI DARUSSALAM,Online,34,,19.0,Cancellation Plan,1
17891,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,270,,10.0,Cancellation Plan,0
4078,38,CWT,Travel Agency,17.82,UNITED KINGDOM,Online,5,,29.7,Rental Vehicle Excess Insurance,0
2623,36,EPX,Travel Agency,0.0,INDIA,Online,10,,23.0,Cancellation Plan,0
29206,33,JZI,Airlines,15.75,MONGOLIA,Online,61,M,45.0,Value Plan,0
42132,36,EPX,Travel Agency,0.0,HONG KONG,Online,82,,23.0,Cancellation Plan,0
61429,25,C2B,Airlines,5.0,SINGAPORE,Online,10,F,20.0,Bronze Plan,0
51424,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,4,,30.0,Cancellation Plan,0
46073,18,C2B,Airlines,14.13,SINGAPORE,Online,91,F,56.5,Silver Plan,1
13620,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,29,,91.0,2 way Comprehensive Plan,0
1508,56,EPX,Travel Agency,0.0,UNITED STATES,Online,43,,10.0,Cancellation Plan,0
39149,118,JWT,Airlines,12.4,INDIA,Online,14,M,31.0,Value Plan,0
42219,48,C2B,Airlines,70.2,SINGAPORE,Online,382,F,280.8,Annual Silver Plan,1
44643,36,EPX,Travel Agency,0.0,JAPAN,Online,93,,72.0,2 way Comprehensive Plan,0
13140,36,EPX,Travel Agency,0.0,INDIA,Online,10,,28.0,Cancellation Plan,0
44932,38,C2B,Airlines,7.38,SINGAPORE,Online,8,F,29.5,Silver Plan,1
53310,63,JZI,Airlines,6.3,VIET NAM,Online,11,M,18.0,Basic Plan,1
4305,37,CWT,Travel Agency,17.82,UNITED KINGDOM,Online,3,,29.7,Rental Vehicle Excess Insurance,1
61197,54,LWC,Travel Agency,27.3,HONG KONG,Online,37,F,42.0,Single Trip Travel Protect Platinum,1
43875,65,C2B,Airlines,26.4,SINGAPORE,Online,19,M,105.6,Gold Plan,1
42193,31,C2B,Airlines,10.0,SINGAPORE,Online,12,M,40.0,Bronze Plan,1
25933,36,EPX,Travel Agency,0.0,CHINA,Online,6,,74.0,2 way Comprehensive Plan,0
62424,33,CWT,Travel Agency,11.88,MALAYSIA,Online,33,,19.8,Rental Vehicle Excess Insurance,0
60492,55,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,34,,22.0,2 way Comprehensive Plan,0
18984,48,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,9,M,15.0,Value Plan,0
52253,43,EPX,Travel Agency,0.0,MALAYSIA,Online,8,,41.0,2 way Comprehensive Plan,0
58061,31,CWT,Travel Agency,59.4,UNITED KINGDOM,Online,19,,99.0,Rental Vehicle Excess Insurance,0
18950,36,EPX,Travel Agency,0.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,Online,17,,10.0,Cancellation Plan,0
2024,34,EPX,Travel Agency,0.0,CANADA,Online,164,,80.0,Cancellation Plan,0
37837,36,EPX,Travel Agency,0.0,THAILAND,Online,27,,65.0,Cancellation Plan,0
39359,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,155,,73.0,Cancellation Plan,0
29652,41,CWT,Travel Agency,17.82,MALAYSIA,Online,19,,0.0,Rental Vehicle Excess Insurance,0
45725,44,C2B,Airlines,54.0,SINGAPORE,Online,364,F,216.0,Annual Silver Plan,0
39485,27,C2B,Airlines,7.5,SINGAPORE,Online,4,M,30.0,Silver Plan,1
1233,41,CWT,Travel Agency,65.34,AUSTRALIA,Online,112,,108.9,Rental Vehicle Excess Insurance,0
20688,26,EPX,Travel Agency,0.0,JAPAN,Online,16,,13.0,Cancellation Plan,0
10585,34,C2B,Airlines,9.38,SINGAPORE,Online,118,F,37.5,Silver Plan,0
15055,36,EPX,Travel Agency,0.0,CHINA,Online,21,,26.0,Cancellation Plan,0
31112,36,EPX,Travel Agency,0.0,INDONESIA,Online,7,,46.0,Cancellation Plan,0
21342,36,EPX,Travel Agency,0.0,THAILAND,Online,8,,14.0,Cancellation Plan,0
22720,34,CWT,Travel Agency,59.4,AUSTRALIA,Online,13,,99.0,Rental Vehicle Excess Insurance,0
9184,35,EPX,Travel Agency,0.0,CANADA,Online,227,,80.0,Cancellation Plan,0
43040,44,TST,Travel Agency,10.5,MALAYSIA,Offline,72,M,30.0,Travel Cruise Protect,0
37137,39,C2B,Airlines,7.5,SINGAPORE,Online,3,M,30.0,Silver Plan,0
34339,32,TTW,Travel Agency,0.0,SINGAPORE,Offline,368,M,97.0,Individual Comprehensive Plan,0
7453,48,JZI,Airlines,12.25,HONG KONG,Online,31,M,35.0,Basic Plan,0
59695,40,CWT,Travel Agency,47.52,MALAYSIA,Online,23,,79.2,Rental Vehicle Excess Insurance,0
24327,118,JWT,Airlines,49.6,INDIA,Online,81,M,124.0,Value Plan,1
58640,35,EPX,Travel Agency,0.0,THAILAND,Online,33,,51.0,2 way Comprehensive Plan,0
4113,31,EPX,Travel Agency,0.0,CANADA,Online,264,,78.0,Cancellation Plan,0
51649,24,C2B,Airlines,11.7,SINGAPORE,Online,27,M,46.8,Silver Plan,0
4194,61,CWT,Travel Agency,23.76,UNITED KINGDOM,Online,77,,39.6,Rental Vehicle Excess Insurance,0
25492,52,CWT,Travel Agency,23.76,FRANCE,Online,48,,39.6,Rental Vehicle Excess Insurance,0
33228,43,C2B,Airlines,19.63,SINGAPORE,Online,29,M,78.5,Silver Plan,0
56952,41,LWC,Travel Agency,132.99,CHINA,Online,365,M,204.6,Annual Travel Protect Gold,0
18335,28,CWT,Travel Agency,17.82,AUSTRALIA,Online,21,,29.7,Rental Vehicle Excess Insurance,0
41049,62,C2B,Airlines,8.38,SINGAPORE,Online,121,F,33.5,Bronze Plan,0
5038,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,31,,55.0,Cancellation Plan,0
46095,39,C2B,Airlines,83.25,SINGAPORE,Online,365,F,333.0,Annual Gold Plan,1
6938,36,EPX,Travel Agency,0.0,THAILAND,Online,103,,44.0,2 way Comprehensive Plan,0
5767,40,JZI,Airlines,7.7,INDONESIA,Online,51,M,22.0,Basic Plan,0
31031,60,C2B,Airlines,3.38,SINGAPORE,Online,6,M,13.5,Bronze Plan,1
30060,36,EPX,Travel Agency,0.0,CHINA,Online,37,,39.0,2 way Comprehensive Plan,0
62964,46,C2B,Airlines,5.0,SINGAPORE,Online,9,F,20.0,Bronze Plan,1
22448,118,JWT,Airlines,12.4,INDIA,Online,37,F,31.0,Value Plan,0
5859,27,EPX,Travel Agency,0.0,MYANMAR,Online,28,,20.0,2 way Comprehensive Plan,0
40385,28,C2B,Airlines,5.25,SINGAPORE,Online,6,M,21.0,Bronze Plan,0
3126,35,EPX,Travel Agency,0.0,MALAYSIA,Online,39,,21.0,Cancellation Plan,0
55189,73,C2B,Airlines,54.0,SINGAPORE,Online,378,F,216.0,Annual Silver Plan,1
10389,62,C2B,Airlines,9.19,SINGAPORE,Online,5,M,36.75,Silver Plan,0
55734,29,C2B,Airlines,5.25,SINGAPORE,Online,7,M,21.0,Bronze Plan,0
56065,40,LWC,Travel Agency,50.7,UNITED STATES,Online,24,M,78.0,Single Trip Travel Protect Silver,0
44709,44,EPX,Travel Agency,0.0,MALAYSIA,Online,5,,20.0,1 way Comprehensive Plan,0
18149,42,CWT,Travel Agency,23.76,THAILAND,Online,17,,39.6,Rental Vehicle Excess Insurance,0
9200,31,EPX,Travel Agency,0.0,THAILAND,Online,28,,26.0,Cancellation Plan,0
46430,36,EPX,Travel Agency,0.0,THAILAND,Online,7,,23.0,Cancellation Plan,0
19541,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,22,,42.0,2 way Comprehensive Plan,0
29995,57,C2B,Airlines,11.75,SINGAPORE,Online,13,F,47.0,Bronze Plan,0
62135,27,C2B,Airlines,54.0,SINGAPORE,Online,370,F,216.0,Annual Silver Plan,1
23820,26,CWT,Travel Agency,77.22,UNITED KINGDOM,Online,36,,128.7,Rental Vehicle Excess Insurance,0
33011,48,JZI,Airlines,7.7,MALAYSIA,Online,38,M,22.0,Basic Plan,0
54747,40,C2B,Airlines,20.13,SINGAPORE,Online,39,F,80.5,Bronze Plan,1
8181,36,EPX,Travel Agency,0.0,CHINA,Online,38,,21.0,2 way Comprehensive Plan,0
49165,53,JZI,Airlines,15.75,CHINA,Online,7,M,45.0,Value Plan,0
61136,35,EPX,Travel Agency,0.0,CHINA,Online,21,,28.0,Cancellation Plan,0
43203,38,C2B,Airlines,5.25,SINGAPORE,Online,67,F,21.0,Bronze Plan,1
31724,45,EPX,Travel Agency,0.0,MACAO,Online,88,,42.0,2 way Comprehensive Plan,0
32302,36,EPX,Travel Agency,0.0,CAMBODIA,Online,6,,29.0,Cancellation Plan,0
46204,36,EPX,Travel Agency,0.0,JAPAN,Online,34,,27.0,Cancellation Plan,0
8736,53,C2B,Airlines,72.94,SINGAPORE,Online,365,F,291.75,Annual Silver Plan,1
1699,30,EPX,Travel Agency,0.0,UNITED STATES,Online,60,,0.0,Cancellation Plan,0
60696,43,EPX,Travel Agency,0.0,MALAYSIA,Online,7,,21.0,Cancellation Plan,0
32411,33,CWT,Travel Agency,5.94,MALAYSIA,Online,0,,9.9,Rental Vehicle Excess Insurance,0
30143,28,C2B,Airlines,15.5,SINGAPORE,Online,19,F,62.0,Bronze Plan,1
50259,36,EPX,Travel Agency,0.0,INDONESIA,Online,38,,20.0,2 way Comprehensive Plan,1
22021,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,29,,20.0,2 way Comprehensive Plan,0
40327,36,EPX,Travel Agency,0.0,HONG KONG,Online,106,,17.0,Cancellation Plan,0
19315,46,EPX,Travel Agency,0.0,UNITED STATES,Online,22,,20.0,1 way Comprehensive Plan,0
36540,48,SSI,Airlines,2.2,SINGAPORE,Online,42,,7.84,Ticket Protector,0
23789,45,C2B,Airlines,63.21,SINGAPORE,Online,367,M,252.85,Annual Silver Plan,1
37826,36,EPX,Travel Agency,0.0,MALAYSIA,Online,11,,10.0,Cancellation Plan,0
34913,46,JZI,Airlines,48.3,CANADA,Online,25,F,138.0,Value Plan,1
51661,39,C2B,Airlines,54.0,SINGAPORE,Online,383,M,216.0,Annual Silver Plan,1
50638,32,EPX,Travel Agency,0.0,SINGAPORE,Online,62,,10.0,Cancellation Plan,0
42606,72,TST,Travel Agency,10.5,THAILAND,Offline,64,F,30.0,Travel Cruise Protect,0
60771,24,C2B,Airlines,103.0,SINGAPORE,Online,166,M,412.0,Silver Plan,1
14042,36,EPX,Travel Agency,0.0,JAPAN,Online,72,,20.0,Cancellation Plan,0
20604,36,EPX,Travel Agency,0.0,MALAYSIA,Online,4,,24.0,2 way Comprehensive Plan,0
52058,62,TST,Travel Agency,10.5,MALAYSIA,Offline,10,M,30.0,Travel Cruise Protect,0
35733,36,EPX,Travel Agency,0.0,CHINA,Online,75,,36.0,2 way Comprehensive Plan,1
5711,36,EPX,Travel Agency,0.0,HONG KONG,Online,35,,24.0,Cancellation Plan,0
34633,36,EPX,Travel Agency,0.0,HONG KONG,Online,136,,32.0,2 way Comprehensive Plan,0
13651,36,EPX,Travel Agency,0.0,HONG KONG,Online,5,,35.0,Cancellation Plan,0
12100,27,CWT,Travel Agency,71.28,UNITED KINGDOM,Online,49,,118.8,Rental Vehicle Excess Insurance,1
49555,52,JZI,Airlines,6.3,MALAYSIA,Online,22,M,18.0,Basic Plan,0
62812,54,C2B,Airlines,7.25,SINGAPORE,Online,13,M,29.0,Silver Plan,0
22772,36,EPX,Travel Agency,0.0,CHINA,Online,7,,38.0,2 way Comprehensive Plan,0
49963,36,EPX,Travel Agency,0.0,CHINA,Online,12,,32.0,2 way Comprehensive Plan,1
51843,40,C2B,Airlines,4.0,SINGAPORE,Online,6,F,16.0,Bronze Plan,1
40244,35,CWT,Travel Agency,35.64,AUSTRALIA,Online,31,,59.4,Rental Vehicle Excess Insurance,0
33722,36,EPX,Travel Agency,0.0,HONG KONG,Online,49,,18.0,Cancellation Plan,0
34064,36,EPX,Travel Agency,0.0,JAPAN,Online,12,,40.0,Cancellation Plan,0
3253,36,EPX,Travel Agency,0.0,SINGAPORE,Online,1,,59.0,Cancellation Plan,0
58015,75,C2B,Airlines,8.38,SINGAPORE,Online,15,F,33.5,Bronze Plan,0
21949,37,C2B,Airlines,7.5,SINGAPORE,Online,2,M,30.0,Silver Plan,0
52451,30,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,80,,112.0,2 way Comprehensive Plan,0
36272,30,C2B,Airlines,7.64,SINGAPORE,Online,8,M,30.55,Bronze Plan,1
56983,29,C2B,Airlines,4.0,SINGAPORE,Online,5,F,16.0,Bronze Plan,1
4260,36,EPX,Travel Agency,0.0,NEW ZEALAND,Online,34,,10.0,Cancellation Plan,0
54441,30,EPX,Travel Agency,0.0,CHINA,Online,4,,12.0,Cancellation Plan,0
20194,59,EPX,Travel Agency,0.0,UNITED STATES,Online,70,,80.0,Cancellation Plan,0
613,45,CWT,Travel Agency,130.68,FRANCE,Online,197,,217.8,Rental Vehicle Excess Insurance,0
40588,54,CWT,Travel Agency,11.88,AUSTRIA,Online,53,,-19.8,Rental Vehicle Excess Insurance,0
63177,34,EPX,Travel Agency,0.0,THAILAND,Online,4,,20.0,1 way Comprehensive Plan,0
24641,36,EPX,Travel Agency,0.0,INDONESIA,Online,57,,26.0,2 way Comprehensive Plan,0
53032,44,EPX,Travel Agency,0.0,MALAYSIA,Online,12,,20.0,2 way Comprehensive Plan,0
37835,36,EPX,Travel Agency,0.0,VIET NAM,Online,13,,16.0,Cancellation Plan,0
51627,15,C2B,Airlines,20.0,SINGAPORE,Online,56,F,0.0,Bronze Plan,0
4845,29,EPX,Travel Agency,0.0,SINGAPORE,Online,2,,10.0,Cancellation Plan,0
49530,36,EPX,Travel Agency,0.0,JAPAN,Online,14,,33.0,1 way Comprehensive Plan,0
48219,64,C2B,Airlines,6.75,SINGAPORE,Online,11,F,27.0,Bronze Plan,1
6261,42,EPX,Travel Agency,0.0,UNITED STATES,Online,12,,99.0,2 way Comprehensive Plan,0
19816,36,EPX,Travel Agency,0.0,INDIA,Online,27,,40.0,Cancellation Plan,0
51379,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,16,,67.0,2 way Comprehensive Plan,0
17303,21,C2B,Airlines,19.5,SINGAPORE,Online,13,M,78.0,Gold Plan,0
20549,29,C2B,Airlines,8.13,SINGAPORE,Online,9,M,32.5,Silver Plan,0
49575,27,C2B,Airlines,9.75,SINGAPORE,Online,58,M,39.0,Bronze Plan,1
31764,36,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,154,,40.0,Cancellation Plan,0
59448,35,EPX,Travel Agency,0.0,SINGAPORE,Online,26,,14.0,Cancellation Plan,0
24019,36,EPX,Travel Agency,0.0,NEW ZEALAND,Online,40,,74.0,2 way Comprehensive Plan,0
43299,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,78,,37.0,Cancellation Plan,0
32677,36,EPX,Travel Agency,0.0,MYANMAR,Online,3,,20.0,1 way Comprehensive Plan,0
61760,65,EPX,Travel Agency,0.0,JAPAN,Online,24,,12.0,Cancellation Plan,0
299,36,EPX,Travel Agency,0.0,VIET NAM,Online,10,,23.0,2 way Comprehensive Plan,0
62333,28,EPX,Travel Agency,0.0,UNITED STATES,Online,40,,20.0,1 way Comprehensive Plan,0
2282,50,EPX,Travel Agency,0.0,PHILIPPINES,Online,6,,10.0,Cancellation Plan,0
3617,38,CWT,Travel Agency,35.64,AUSTRALIA,Online,81,,59.4,Rental Vehicle Excess Insurance,0
28146,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,51,,58.0,2 way Comprehensive Plan,0
13979,36,EPX,Travel Agency,0.0,CHINA,Online,13,,47.0,2 way Comprehensive Plan,0
14289,36,EPX,Travel Agency,0.0,MALAYSIA,Online,106,,10.0,Cancellation Plan,0
14911,36,EPX,Travel Agency,0.0,SINGAPORE,Online,79,,10.0,Cancellation Plan,0
40790,36,EPX,Travel Agency,0.0,SINGAPORE,Online,129,,112.0,2 way Comprehensive Plan,0
30607,36,EPX,Travel Agency,0.0,SOUTH AFRICA,Online,136,,61.0,Cancellation Plan,0
57224,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,10,,88.0,2 way Comprehensive Plan,0
48764,36,EPX,Travel Agency,0.0,CHINA,Online,26,,29.0,Cancellation Plan,0
3704,34,EPX,Travel Agency,0.0,MALAYSIA,Online,6,,25.0,Cancellation Plan,0
5364,36,EPX,Travel Agency,0.0,SINGAPORE,Online,72,,45.0,Cancellation Plan,0
57747,40,C2B,Airlines,20.38,SINGAPORE,Online,32,M,81.5,Silver Plan,1
24800,29,EPX,Travel Agency,0.0,INDONESIA,Online,17,,23.0,2 way Comprehensive Plan,0
14223,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,82,,20.0,2 way Comprehensive Plan,0
